Player,Team,G,MP,PER,EFF,EFF_per_40,EWA,Poss_per_G,Tm_Poss_per_G,Pct_of_Tm_Poss,Pts_per_Poss,FGA_per_Poss,FTA_per_Poss,AST_per_Poss,TO_per_Poss,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Dimos Dikoudis,AEK Athens,8,32.9,15.8,14.3,17.3,0.65,15.0,70.7,21.1%,1.00,0.80,0.29,0.06,0.18,/profile/Dimos-Dikoudis-5579/,/stats/euroleague/2003/AEK%20Athens,2003,euroleague,Dimos-Dikoudis-5579,AEK%20Athens
Derrick Dial,Virtus Bologna,17,32.8,15.2,12.6,15.3,1.23,13.2,75.6,17.4%,1.06,0.88,0.27,0.16,0.15,/profile/Derrick-Dial-2219/,/stats/euroleague/2003/Virtus%20Bologna,2003,euroleague,Derrick-Dial-2219,Virtus%20Bologna
Maurice Evans,Olympiakos,17,32.2,13.9,11.7,14.5,0.84,15.7,70.9,22.1%,0.97,0.85,0.27,0.08,0.17,/profile/Maurice-Evans-2381/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Maurice-Evans-2381,Olympiakos
Demarco Johnson,Olympiakos,20,32.2,16.9,13.6,16.8,1.96,13.0,70.9,18.3%,1.08,0.91,0.41,0.06,0.11,/profile/Demarco-Johnson-2999/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Demarco-Johnson-2999,Olympiakos
Alphonso Ford,Siena,22,32.1,19.9,14.7,18.3,3.21,15.5,71.7,21.6%,1.15,0.90,0.25,0.15,0.17,/profile/Alphonso-Ford-2438/,/stats/euroleague/2003/Siena,2003,euroleague,Alphonso-Ford-2438,Siena
Jerome Allen,Vitoria,12,32.0,15.6,12.9,16.1,0.91,11.2,74.5,15.0%,1.03,0.75,0.40,0.31,0.14,/profile/Jerome-Allen-1481/,/stats/euroleague/2003/Vitoria,2003,euroleague,Jerome-Allen-1481,Vitoria
Carlos Delfino,Fortitudo Bologna,16,31.8,14.6,13.8,17.4,0.96,12.5,74.2,16.8%,0.96,0.86,0.24,0.13,0.11,/profile/Carlos-Delfino-2203/,/stats/euroleague/2003/Fortitudo%20Bologna,2003,euroleague,Carlos-Delfino-2203,Fortitudo%20Bologna
Dejan Milojevic,Buducnost,14,31.7,17.6,15.3,19.3,1.51,10.4,76.0,13.7%,1.11,0.70,0.40,0.23,0.28,/profile/Dejan-Milojevic-5398/,/stats/euroleague/2003/Buducnost,2003,euroleague,Dejan-Milojevic-5398,Buducnost
Marko Pesic,Alba Berlin,12,31.6,11.3,9.4,11.9,0.08,12.8,76.1,16.9%,0.98,0.65,0.40,0.16,0.19,/profile/Marko-Pesic-36215/,/stats/euroleague/2003/Alba%20Berlin,2003,euroleague,Marko-Pesic-36215,Alba%20Berlin
Dejan Bodiroga,Barcelona,22,31.5,21.4,16.1,20.4,3.64,13.2,71.5,18.5%,1.22,0.69,0.49,0.18,0.13,/profile/Dejan-Bodiroga-5418/,/stats/euroleague/2003/Barcelona,2003,euroleague,Dejan-Bodiroga-5418,Barcelona
Sean Colson,Wroclaw,5,30.8,13.8,10.0,13.0,0.23,13.4,69.7,19.3%,1.07,0.98,0.24,0.24,0.12,/profile/Sean-Colson-2033/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Sean-Colson-2033,Wroclaw
Victor Alexander,CSKA Moscow,15,30.7,19.5,16.1,21.0,2.00,15.0,72.1,20.8%,1.11,0.94,0.20,0.08,0.10,/profile/Victor-Alexander-1477/,/stats/euroleague/2003/CSKA%20Moscow,2003,euroleague,Victor-Alexander-1477,CSKA%20Moscow
Vlado Ilievski,Olimpija Ljubljana,20,30.6,15.2,10.9,14.2,1.34,10.2,72.4,14.2%,1.12,0.85,0.19,0.24,0.14,/profile/Vlado-Ilievski-5536/,/stats/euroleague/2003/Olimpija%20Ljubljana,2003,euroleague,Vlado-Ilievski-5536,Olimpija%20Ljubljana
Andrew Betts,AEK Athens,14,30.5,16.2,12.6,16.5,1.14,10.6,70.7,15.0%,1.12,0.78,0.48,0.04,0.19,/profile/Andrew-Betts-5639/,/stats/euroleague/2003/AEK%20Athens,2003,euroleague,Andrew-Betts-5639,AEK%20Athens
Hanno Mottola,Vitoria,7,30.4,17.0,12.7,16.7,0.65,11.5,74.5,15.4%,1.32,0.86,0.39,0.09,0.20,/profile/Hanno-Mottola-3675/,/stats/euroleague/2003/Vitoria,2003,euroleague,Hanno-Mottola-3675,Vitoria
Arriel McDonald,Panathinaikos,18,30.2,16.7,12.4,16.4,1.59,9.8,69.7,14.1%,1.07,0.79,0.27,0.33,0.21,/profile/Arriel-McDonald-5577/,/stats/euroleague/2003/Panathinaikos,2003,euroleague,Arriel-McDonald-5577,Panathinaikos
Nenad Krstic,Partizan,10,30.1,18.7,14.3,19.0,1.17,10.8,74.0,14.6%,1.19,0.85,0.49,0.08,0.11,/profile/Nenad-Krstic-3221/,/stats/euroleague/2003/Partizan,2003,euroleague,Nenad-Krstic-3221,Partizan
Tanoka Beard,Zalgiris,3,30.0,30.8,27.0,36.0,0.89,14.1,73.0,19.4%,1.20,0.83,0.19,0.12,0.17,/profile/Tanoka-Beard-5638/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Tanoka-Beard-5638,Zalgiris
Saulius Stombergas,Zalgiris,14,30.0,15.2,12.1,16.2,0.92,11.8,73.0,16.2%,1.15,0.83,0.27,0.11,0.18,/profile/Saulius-Stombergas-35597/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Saulius-Stombergas-35597,Zalgiris
Rod Sellers,Pau-Orthez,14,29.9,20.3,17.1,22.8,1.97,13.8,74.7,18.5%,1.20,0.78,0.37,0.05,0.15,/profile/Rod-Sellers-36380/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Rod-Sellers-36380,Pau-Orthez
Andres Nocioni,Vitoria,19,29.0,21.6,17.8,24.6,2.97,15.2,74.5,20.4%,1.11,0.79,0.26,0.09,0.18,/profile/Andres-Nocioni-3763/,/stats/euroleague/2003/Vitoria,2003,euroleague,Andres-Nocioni-3763,Vitoria
Danny Lewis,Wroclaw,1,29.0,14.7,11.0,15.2,0.06,11.9,69.7,17.0%,0.93,0.59,0.34,0.42,0.25,/profile/Danny-Lewis-36650/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Danny-Lewis-36650,Wroclaw
Tyus Edney,Treviso,18,28.7,20.7,16.4,22.9,2.55,15.0,76.9,19.5%,1.10,0.78,0.26,0.29,0.18,/profile/Tyus-Edney-2323/,/stats/euroleague/2003/Treviso,2003,euroleague,Tyus-Edney-2323,Treviso
John Brown,Buducnost,14,28.6,19.2,15.4,21.4,1.67,14.1,76.0,18.5%,1.09,0.86,0.16,0.11,0.24,/profile/John-Brown-19135/,/stats/euroleague/2003/Buducnost,2003,euroleague,John-Brown-19135,Buducnost
Haris Mujezinovic,Cibona Zagreb,19,28.6,12.7,10.4,14.5,0.50,11.0,73.5,15.0%,0.99,0.82,0.37,0.08,0.18,/profile/Haris-Mujezinovic-36021/,/stats/euroleague/2003/Cibona%20Zagreb,2003,euroleague,Haris-Mujezinovic-36021,Cibona%20Zagreb
Trajan Langdon,Treviso,21,28.6,18.2,13.8,19.3,2.21,12.2,76.9,15.9%,1.21,0.87,0.11,0.14,0.15,/profile/Trajan-Langdon-3256/,/stats/euroleague/2003/Treviso,2003,euroleague,Trajan-Langdon-3256,Treviso
Virginijus Praskevicius,Fenerbahce,20,28.6,15.7,11.4,15.9,1.38,9.1,69.6,13.0%,1.17,0.94,0.18,0.18,0.17,/profile/Virginijus-Praskevicius-36522/,/stats/euroleague/2003/Fenerbahce,2003,euroleague,Virginijus-Praskevicius-36522,Fenerbahce
Nikola Vujcic,Maccabi Tel Aviv,20,28.5,27.6,20.0,28.0,4.77,14.2,74.1,19.2%,1.24,0.85,0.34,0.13,0.13,/profile/Nikola-Vujcic-5230/,/stats/euroleague/2003/Maccabi%20Tel%20Aviv,2003,euroleague,Nikola-Vujcic-5230,Maccabi%20Tel%20Aviv
Dainius Adomaitis,Wroclaw,14,28.4,12.4,9.4,13.3,0.32,7.1,69.7,10.2%,1.15,0.79,0.30,0.18,0.16,/profile/Dainius-Adomaitis-35847/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Dainius-Adomaitis-35847,Wroclaw
Charlie Bell,Virtus Bologna,11,28.2,12.8,8.5,12.0,0.31,14.6,75.6,19.3%,0.92,0.79,0.25,0.10,0.16,/profile/Charlie-Bell-1648/,/stats/euroleague/2003/Virtus%20Bologna,2003,euroleague,Charlie-Bell-1648,Virtus%20Bologna
Antonis Fotsis,Panathinaikos,20,28.2,23.2,16.0,22.7,3.47,11.4,69.7,16.4%,1.27,0.86,0.27,0.10,0.17,/profile/Antonis-Fotsis-2456/,/stats/euroleague/2003/Panathinaikos,2003,euroleague,Antonis-Fotsis-2456,Panathinaikos
Derrick Alston,Real Madrid,14,28.1,16.7,12.4,17.7,1.15,13.1,73.4,17.8%,1.04,0.83,0.36,0.08,0.18,/profile/Derrick-Alston-1490/,/stats/euroleague/2003/Real%20Madrid,2003,euroleague,Derrick-Alston-1490,Real%20Madrid
Dusan Kecman,Partizan,14,28.0,15.2,11.3,16.1,0.85,8.9,74.0,12.1%,1.13,0.70,0.43,0.17,0.23,/profile/Dusan-Kecman-5594/,/stats/euroleague/2003/Partizan,2003,euroleague,Dusan-Kecman-5594,Partizan
Stevin Smith,Villeurbanne,20,27.9,14.4,10.5,15.1,0.99,10.4,71.6,14.5%,1.01,0.71,0.36,0.36,0.19,/profile/Stevin-Smith-4413/,/stats/euroleague/2003/Villeurbanne,2003,euroleague,Stevin-Smith-4413,Villeurbanne
Kerem Tunceri,Anadolu Efes,18,27.9,12.3,9.1,13.1,0.36,7.1,72.2,9.9%,0.90,0.84,0.12,0.46,0.14,/profile/Kerem-Tunceri-5635/,/stats/euroleague/2003/Anadolu%20Efes,2003,euroleague,Kerem-Tunceri-5635,Anadolu%20Efes
Jorge Garbajosa,Treviso,22,27.9,20.4,16.0,22.9,2.93,10.7,76.9,13.9%,1.15,0.72,0.56,0.11,0.13,/profile/Jorge-Garbajosa-5182/,/stats/euroleague/2003/Treviso,2003,euroleague,Jorge-Garbajosa-5182,Treviso
Eric Murdock,Virtus Bologna,6,27.8,10.6,7.0,10.1,-0.02,12.2,75.6,16.2%,0.83,0.82,0.35,0.18,0.15,/profile/Eric-Murdock-3687/,/stats/euroleague/2003/Virtus%20Bologna,2003,euroleague,Eric-Murdock-3687,Virtus%20Bologna
Fred House,Partizan,10,27.8,12.8,8.5,12.2,0.27,9.8,74.0,13.2%,0.95,0.82,0.41,0.16,0.25,/profile/Fred-House-5428/,/stats/euroleague/2003/Partizan,2003,euroleague,Fred-House-5428,Partizan
Antonio Granger,Anadolu Efes,20,27.8,15.4,10.7,15.4,1.28,9.7,72.2,13.4%,1.18,0.93,0.18,0.13,0.14,/profile/Antonio-Granger-5640/,/stats/euroleague/2003/Anadolu%20Efes,2003,euroleague,Antonio-Granger-5640,Anadolu%20Efes
Djuro Ostojic,Partizan,14,27.6,15.9,12.0,17.4,0.98,8.1,74.0,10.9%,1.15,0.77,0.52,0.14,0.19,/profile/Djuro-Ostojic-35896/,/stats/euroleague/2003/Partizan,2003,euroleague,Djuro-Ostojic-35896,Partizan
Marcus Goree,Maccabi Tel Aviv,20,27.5,15.1,10.8,15.7,1.18,8.5,74.1,11.4%,1.18,0.99,0.30,0.04,0.14,/profile/Marcus-Goree-5417/,/stats/euroleague/2003/Maccabi%20Tel%20Aviv,2003,euroleague,Marcus-Goree-5417,Maccabi%20Tel%20Aviv
DeJuan Collins,Alba Berlin,8,27.4,18.6,12.9,18.8,0.84,15.1,76.1,19.8%,1.07,0.88,0.35,0.17,0.15,/profile/DeJuan-Collins-5203/,/stats/euroleague/2003/Alba%20Berlin,2003,euroleague,DeJuan-Collins-5203,Alba%20Berlin
Roderick Blakney,AEK Athens,14,27.2,11.9,7.5,11.0,0.20,8.2,70.7,11.7%,1.12,1.01,0.28,0.24,0.13,/profile/Roderick-Blakney-5479/,/stats/euroleague/2003/AEK%20Athens,2003,euroleague,Roderick-Blakney-5479,AEK%20Athens
Gregor Fucka,Barcelona,22,27.1,15.6,11.6,17.2,1.41,10.9,71.5,15.2%,1.02,0.79,0.33,0.10,0.15,/profile/Gregor-Fucka-5568/,/stats/euroleague/2003/Barcelona,2003,euroleague,Gregor-Fucka-5568,Barcelona
Dainius Salenga,Zalgiris,10,27.1,11.8,8.1,12.0,0.13,7.9,73.0,10.8%,1.06,0.86,0.19,0.23,0.20,/profile/Dainius-Salenga-5539/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Dainius-Salenga-5539,Zalgiris
Matej Mamic,Cibona Zagreb,14,27.1,17.0,11.9,17.5,1.17,6.8,73.5,9.3%,1.31,0.84,0.37,0.23,0.10,/profile/Matej-Mamic-35536/,/stats/euroleague/2003/Cibona%20Zagreb,2003,euroleague,Matej-Mamic-35536,Cibona%20Zagreb
Nikos Hatzivrettas,CSKA Moscow,22,27.0,17.5,11.5,17.1,1.96,9.7,72.1,13.5%,1.24,0.84,0.36,0.18,0.11,/profile/Nikos-Hatzivrettas-35562/,/stats/euroleague/2003/CSKA%20Moscow,2003,euroleague,Nikos-Hatzivrettas-35562,CSKA%20Moscow
Marko Bulic,Villeurbanne,2,27.0,14.7,9.5,14.1,0.10,8.7,71.6,12.2%,1.32,1.03,0.11,0.29,0.11,/profile/Marko-Bulic-36919/,/stats/euroleague/2003/Villeurbanne,2003,euroleague,Marko-Bulic-36919,Villeurbanne
Dominik Tomczyk,Wroclaw,13,27.0,18.5,13.1,19.4,1.34,8.9,69.7,12.8%,1.25,0.89,0.28,0.12,0.10,/profile/Dominik-Tomczyk-35900/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Dominik-Tomczyk-35900,Wroclaw
Jovo Stanojevic,Alba Berlin,14,26.9,17.8,12.9,19.3,1.31,14.3,76.1,18.7%,1.10,0.83,0.34,0.06,0.22,/profile/Jovo-Stanojevic-36120/,/stats/euroleague/2003/Alba%20Berlin,2003,euroleague,Jovo-Stanojevic-36120,Alba%20Berlin
Damir Mulaomerovic,Real Madrid,5,26.8,13.1,9.6,14.3,0.15,12.8,73.4,17.5%,0.95,0.72,0.19,0.19,0.23,/profile/Damir-Mulaomerovic-5585/,/stats/euroleague/2003/Real%20Madrid,2003,euroleague,Damir-Mulaomerovic-5585,Real%20Madrid
Mindaugas Timinskas,Zalgiris,8,26.6,12.6,10.6,16.0,0.19,10.0,73.0,13.6%,0.95,0.78,0.28,0.14,0.21,/profile/Mindaugas-Timinskas-35546/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Mindaugas-Timinskas-35546,Zalgiris
A.J. Guyton,Fortitudo Bologna,2,26.5,6.9,5.5,8.3,-0.10,9.9,74.2,13.4%,0.80,0.85,0.20,0.20,0.15,/profile/A.j.-Guyton-2670/,/stats/euroleague/2003/Fortitudo%20Bologna,2003,euroleague,A.j.-Guyton-2670,Fortitudo%20Bologna
Sarunas Jasikevicius,Barcelona,21,26.4,16.8,11.1,16.9,1.66,12.8,71.5,17.8%,1.05,0.73,0.27,0.25,0.19,/profile/Sarunas-Jasikevicius-5267/,/stats/euroleague/2003/Barcelona,2003,euroleague,Sarunas-Jasikevicius-5267,Barcelona
Laurent Foirest,Vitoria,15,26.4,13.0,9.9,15.0,0.43,9.9,74.5,13.3%,1.03,0.82,0.18,0.11,0.13,/profile/Laurent-Foirest-35519/,/stats/euroleague/2003/Vitoria,2003,euroleague,Laurent-Foirest-35519,Vitoria
Mickael Pietrus,Pau-Orthez,13,26.2,12.1,8.5,13.0,0.22,9.4,74.7,12.5%,1.01,0.86,0.26,0.17,0.12,/profile/Mickael-Pietrus-3953/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Mickael-Pietrus-3953,Pau-Orthez
Antoine Rigaudeau,Virtus Bologna,10,26.2,18.7,12.5,19.1,1.03,9.2,75.6,12.2%,1.24,0.77,0.33,0.27,0.18,/profile/Antoine-Rigaudeau-4095/,/stats/euroleague/2003/Virtus%20Bologna,2003,euroleague,Antoine-Rigaudeau-4095,Virtus%20Bologna
Leandro Palladino,Vitoria,17,26.2,11.1,7.3,11.1,0.07,7.2,74.5,9.7%,1.12,0.92,0.18,0.12,0.08,/profile/Leandro-Palladino-36879/,/stats/euroleague/2003/Vitoria,2003,euroleague,Leandro-Palladino-36879,Vitoria
Zarko Cabarkapa,Buducnost,13,26.2,13.5,9.7,14.8,0.46,11.3,76.0,14.9%,1.02,0.87,0.35,0.10,0.20,/profile/Zarko-Cabarkapa-1901/,/stats/euroleague/2003/Buducnost,2003,euroleague,Zarko-Cabarkapa-1901,Buducnost
Juan Carlos Navarro,Barcelona,22,26.1,13.9,8.2,12.6,0.88,10.8,71.5,15.1%,1.07,0.78,0.35,0.13,0.13,/profile/Juan-Carlos-Navarro-5183/,/stats/euroleague/2003/Barcelona,2003,euroleague,Juan-Carlos-Navarro-5183,Barcelona
Art Long,Vitoria,1,26.0,21.8,15.0,23.1,0.14,6.7,74.5,8.9%,1.50,0.90,0.00,0.30,0.15,/profile/Art-Long-3345/,/stats/euroleague/2003/Vitoria,2003,euroleague,Art-Long-3345,Vitoria
Gintaras Einikis,Zalgiris,14,26.0,19.6,13.4,20.7,1.59,10.2,73.0,13.9%,1.28,1.06,0.11,0.06,0.06,/profile/Gintaras-Einikis-35990/,/stats/euroleague/2003/Zalgiris,2003,euroleague,Gintaras-Einikis-35990,Zalgiris
Andrius Giedraitis,Wroclaw,14,25.9,22.8,13.4,20.8,2.16,8.9,69.7,12.8%,1.47,0.78,0.50,0.20,0.14,/profile/Andrius-Giedraitis-35733/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Andrius-Giedraitis-35733,Wroclaw
Nikola Prkacin,Cibona Zagreb,20,25.8,18.1,13.3,20.6,1.86,11.8,73.5,16.1%,0.95,0.62,0.43,0.20,0.27,/profile/Nikola-Prkacin-5430/,/stats/euroleague/2003/Cibona%20Zagreb,2003,euroleague,Nikola-Prkacin-5430,Cibona%20Zagreb
Ademola Okulaja,Malaga,19,25.7,18.0,12.5,19.4,1.73,9.6,70.1,13.7%,1.01,0.90,0.27,0.15,0.16,/profile/Ademola-Okulaja-35676/,/stats/euroleague/2003/Malaga,2003,euroleague,Ademola-Okulaja-35676,Malaga
Giacomo Galanda,Fortitudo Bologna,19,25.6,12.7,10.7,16.8,0.45,9.6,74.2,13.0%,1.03,0.81,0.19,0.13,0.22,/profile/Giacomo-Galanda-35468/,/stats/euroleague/2003/Fortitudo%20Bologna,2003,euroleague,Giacomo-Galanda-35468,Fortitudo%20Bologna
Milan Tomic,Olympiakos,18,25.2,13.1,7.9,12.5,0.52,9.3,70.9,13.1%,1.05,0.78,0.27,0.21,0.14,/profile/Milan-Tomic-35543/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Milan-Tomic-35543,Olympiakos
Roberto Chiacig,Siena,22,25.2,14.9,9.8,15.6,1.12,10.0,71.7,14.0%,1.03,0.74,0.47,0.05,0.19,/profile/Roberto-Chiacig-36374/,/stats/euroleague/2003/Siena,2003,euroleague,Roberto-Chiacig-36374,Siena
Dragan Lukovski,Pau-Orthez,14,25.1,17.7,11.4,18.2,1.20,11.5,74.7,15.4%,1.03,0.62,0.47,0.40,0.23,/profile/Dragan-Lukovski-35904/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Dragan-Lukovski-35904,Pau-Orthez
Maciej Zielinski,Wroclaw,14,25.1,10.6,6.9,11.1,-0.04,9.3,69.7,13.4%,0.86,0.75,0.34,0.23,0.18,/profile/Maciej-Zielinski-36193/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Maciej-Zielinski-36193,Wroclaw
Ibrahim Kutluay,Panathinaikos,18,25.1,11.7,7.4,11.9,0.19,9.2,69.7,13.3%,1.03,0.76,0.28,0.08,0.18,/profile/Ibrahim-Kutluay-3234/,/stats/euroleague/2003/Panathinaikos,2003,euroleague,Ibrahim-Kutluay-3234,Panathinaikos
Nenad Markovic,Olympiakos,20,25.1,15.3,9.1,14.5,1.12,10.1,70.9,14.2%,1.11,0.75,0.34,0.11,0.14,/profile/Nenad-Markovic-35550/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Nenad-Markovic-35550,Olympiakos
Florent Pietrus,Pau-Orthez,12,25.0,15.7,11.6,18.5,0.72,9.1,74.7,12.1%,1.06,0.74,0.40,0.07,0.21,/profile/Florent-Pietrus-5394/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Florent-Pietrus-5394,Pau-Orthez
Nick Eppehimer,Treviso,1,25.0,12.2,9.0,14.4,0.02,12.0,76.9,15.6%,1.08,0.75,0.00,0.00,0.25,/profile/Nick-Eppehimer-33005/,/stats/euroleague/2003/Treviso,2003,euroleague,Nick-Eppehimer-33005,Treviso
Dusan Vukcevic,Siena,20,25.0,19.4,11.2,17.8,2.14,9.5,71.7,13.3%,1.21,0.79,0.24,0.13,0.13,/profile/Dusan-Vukcevic-5631/,/stats/euroleague/2003/Siena,2003,euroleague,Dusan-Vukcevic-5631,Siena
Rodrigo De La Fuente,Barcelona,20,25.0,15.6,10.2,16.4,1.19,5.8,71.5,8.1%,1.21,0.81,0.28,0.17,0.17,/profile/Rodrigo-De-La-Fuente-5546/,/stats/euroleague/2003/Barcelona,2003,euroleague,Rodrigo-De-La-Fuente-5546,Barcelona
Boris Diaw,Pau-Orthez,12,24.9,13.6,11.2,17.9,0.41,6.8,74.7,9.1%,0.86,0.72,0.21,0.44,0.26,/profile/Boris-Diaw-2220/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Boris-Diaw-2220,Pau-Orthez
Ignacio De Miguel,Olympiakos,20,24.9,17.0,11.4,18.3,1.52,6.9,70.9,9.7%,1.19,0.71,0.66,0.14,0.16,/profile/Ignacio-De-Miguel-35498/,/stats/euroleague/2003/Olympiakos,2003,euroleague,Ignacio-De-Miguel-35498,Olympiakos
Louis Bullock,Malaga,20,24.9,21.3,11.6,18.7,2.59,11.9,70.1,16.9%,1.22,0.88,0.27,0.19,0.17,/profile/Louis-Bullock-5223/,/stats/euroleague/2003/Malaga,2003,euroleague,Louis-Bullock-5223,Malaga
Luis Scola,Vitoria,16,24.7,21.2,13.9,22.5,2.04,13.4,74.5,18.0%,1.13,0.85,0.29,0.09,0.17,/profile/Luis-Scola-5184/,/stats/euroleague/2003/Vitoria,2003,euroleague,Luis-Scola-5184,Vitoria
Mate Skelin,Fortitudo Bologna,20,24.6,10.9,8.9,14.5,0.03,7.0,74.2,9.4%,0.91,0.66,0.46,0.11,0.28,/profile/Mate-Skelin-35535/,/stats/euroleague/2003/Fortitudo%20Bologna,2003,euroleague,Mate-Skelin-35535,Fortitudo%20Bologna
Michail Kakiouzis,Siena,7,24.6,18.0,10.9,17.7,0.62,7.3,71.7,10.1%,1.34,1.00,0.26,0.04,0.10,/profile/Michail-Kakiouzis-5543/,/stats/euroleague/2003/Siena,2003,euroleague,Michail-Kakiouzis-5543,Siena
Kyle Hill,Pau-Orthez,14,24.6,12.8,8.3,13.5,0.35,9.4,74.7,12.5%,1.02,0.85,0.18,0.17,0.18,/profile/Kyle-Hill-36155/,/stats/euroleague/2003/Pau-Orthez,2003,euroleague,Kyle-Hill-36155,Pau-Orthez
Elmer Bennett,Vitoria,6,24.5,14.2,9.8,16.1,0.25,7.9,74.5,10.6%,0.93,0.93,0.17,0.93,0.29,/profile/Elmer-Bennett-1659/,/stats/euroleague/2003/Vitoria,2003,euroleague,Elmer-Bennett-1659,Vitoria
Raimonds Miglieniks,Wroclaw,4,24.5,1.4,3.5,5.7,-0.46,4.2,69.7,6.1%,0.24,0.47,0.12,0.94,0.47,/profile/Raimonds-Miglieniks-36347/,/stats/euroleague/2003/Wroclaw,2003,euroleague,Raimonds-Miglieniks-36347,Wroclaw
