Player,Team,G,MP,PTS,FG_2P,FG_2PA,FG_2P_Pct,FG_3P,FGA_3P,FG_3P_Pct,FT,FTA,FT_Pct,OREB,DREB,REB,AST,STL,BLK,TO,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Sasa Obradovic,Koln,11,23.3,25.7,4.1,6.9,58.7%,3.0,7.5,40.0%,8.6,9.9,86.4%,0.2,1.8,2.0,4.8,2.3,0.3,4.4,4.1,/profile/Sasa-Obradovic-35595/,/stats/eurocup/2003/Koln,2003,eurocup,Sasa-Obradovic-35595,Koln
Rodney Monroe,Roseto,7,28.1,25.2,4.6,8.6,53.7%,3.8,9.7,39.1%,4.6,5.0,91.7%,1.0,2.9,4.0,0.6,2.5,0.6,1.9,3.6,/profile/Rodney-Monroe-3642/,/stats/eurocup/2003/Roseto,2003,eurocup,Rodney-Monroe-3642,Roseto
Mario Kasun,Frankfurt,10,22.2,24.9,9.4,17.0,55.4%,0.0,0.0,0.0%,6.1,10.3,58.9%,5.0,6.7,11.6,1.1,0.6,3.1,5.4,8.3,/profile/Mario-Kasun-3105/,/stats/eurocup/2003/Frankfurt,2003,eurocup,Mario-Kasun-3105,Frankfurt
Michael McDonald,Zadar,2,17.5,24.9,9.1,11.3,80.0%,0.0,0.0,0.0%,6.8,11.3,60.0%,3.4,6.8,10.2,1.1,1.1,5.7,3.4,7.9,/profile/Michael-Mcdonald-3506/,/stats/eurocup/2003/Zadar,2003,eurocup,Michael-Mcdonald-3506,Zadar
Corey Brewer,Estudiantes,16,21.0,24.9,3.6,6.9,52.5%,4.2,11.4,36.7%,5.1,7.3,69.8%,1.3,3.3,4.5,3.1,2.2,0.1,3.8,5.1,/profile/Corey-Brewer-39058/,/stats/eurocup/2003/Estudiantes,2003,eurocup,Corey-Brewer-39058,Estudiantes
Jamie Arnold,Krka,16,34.4,24.8,7.7,13.4,57.1%,1.2,3.3,37.2%,5.8,6.5,89.4%,2.5,8.0,10.5,1.5,2.0,0.7,3.5,3.6,/profile/Jamie-Arnold-5460/,/stats/eurocup/2003/Krka,2003,eurocup,Jamie-Arnold-5460,Krka
Danny Strong,Gravelines,12,26.9,24.5,6.6,12.7,51.9%,2.7,5.7,46.8%,3.3,4.5,73.0%,0.9,6.2,7.1,3.0,2.1,0.1,2.1,4.9,/profile/Danny-Strong-36651/,/stats/eurocup/2003/Gravelines,2003,eurocup,Danny-Strong-36651,Gravelines
Damir Mulaomerovic,Udine,5,29.2,24.0,4.0,7.1,56.0%,3.7,8.8,41.9%,5.1,5.9,85.7%,0.3,2.8,3.1,4.5,1.4,0.0,1.7,4.0,/profile/Damir-Mulaomerovic-5585/,/stats/eurocup/2003/Udine,2003,eurocup,Damir-Mulaomerovic-5585,Udine
Chris Anstey,Ural Great Perm,12,31.4,23.7,5.1,10.4,49.0%,1.7,4.7,35.6%,8.4,10.6,79.4%,2.9,9.1,12.0,1.0,1.7,2.3,2.9,4.6,/profile/Chris-Anstey-1518/,/stats/eurocup/2003/Ural%20Great%20Perm,2003,eurocup,Chris-Anstey-1518,Ural%20Great%20Perm
Ognjen Askrabic,FMP Belgrade,14,28.3,23.7,7.8,11.9,65.5%,1.7,3.8,44.4%,3.0,6.0,49.1%,2.1,7.6,9.7,3.8,2.1,2.0,3.8,3.3,/profile/Ognjen-Askrabic-5384/,/stats/eurocup/2003/FMP%20Belgrade,2003,eurocup,Ognjen-Askrabic-5384,FMP%20Belgrade
Greedy Daniels,Lasko,2,28.0,23.4,3.7,5.1,71.4%,2.9,7.3,40.0%,7.3,9.5,76.9%,1.5,2.9,4.4,3.7,1.5,0.0,2.2,4.4,/profile/Greedy-Daniels-82583/,/stats/eurocup/2003/Lasko,2003,eurocup,Greedy-Daniels-82583,Lasko
Nikola Vasic,Zadar,2,28.0,23.3,5.0,8.5,58.3%,2.8,7.8,36.4%,5.0,5.0,100.0%,0.0,2.1,2.1,2.1,2.8,0.0,2.1,2.1,/profile/Nikola-Vasic-36975/,/stats/eurocup/2003/Zadar,2003,eurocup,Nikola-Vasic-36975,Zadar
A.J. Bramlett,Lleida,13,27.8,23.3,8.8,15.0,59.0%,0.0,0.0,0.0%,5.7,8.5,67.1%,3.3,5.6,8.9,1.8,0.6,0.6,3.0,4.7,/profile/A.j.-Bramlett-1777/,/stats/eurocup/2003/Lleida,2003,eurocup,A.j.-Bramlett-1777,Lleida
Maceo Baston,Joventut,9,28.5,23.1,8.4,12.6,67.1%,0.0,0.3,0.0%,6.2,8.1,76.5%,2.2,7.3,9.5,1.3,2.7,3.0,3.3,4.9,/profile/Maceo-Baston-1614/,/stats/eurocup/2003/Joventut,2003,eurocup,Maceo-Baston-1614,Joventut
Juan Espil,Joventut,16,27.6,23.1,2.9,4.3,66.0%,3.9,9.1,42.4%,5.7,6.5,88.6%,0.1,3.0,3.1,3.1,1.0,0.1,2.2,5.0,/profile/Juan-Espil-36122/,/stats/eurocup/2003/Joventut,2003,eurocup,Juan-Espil-36122,Joventut
Chris McGuthrie,Amsterdam,8,34.3,23.0,3.5,8.3,42.4%,4.4,11.4,38.3%,2.8,3.4,83.3%,0.4,2.0,2.4,4.6,2.0,0.0,3.4,2.3,/profile/Chris-McGuthrie-36617/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Chris-McGuthrie-36617,Amsterdam
Marko Popovic,Zadar,11,33.7,23.0,3.7,7.3,51.5%,3.4,8.5,40.0%,5.2,6.7,77.8%,0.9,2.8,3.6,3.7,1.7,0.1,2.8,3.8,/profile/Marko-Popovic-5353/,/stats/eurocup/2003/Zadar,2003,eurocup,Marko-Popovic-5353,Zadar
Aleksander Nadjfeji,Bonn,10,30.5,22.7,8.9,14.1,63.0%,0.3,2.1,12.5%,4.2,6.1,68.1%,2.9,5.3,8.2,3.0,1.3,0.7,3.8,4.8,/profile/Aleksander-Nadjfeji-5540/,/stats/eurocup/2003/Bonn,2003,eurocup,Aleksander-Nadjfeji-5540,Bonn
Sasa Ocokoljic,Amsterdam,1,36.0,22.5,1.1,2.1,50.0%,4.3,8.6,50.0%,7.5,9.7,77.8%,1.1,3.2,4.3,0.0,1.1,0.0,2.1,5.4,/profile/Sasa-Ocokoljic-37048/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Sasa-Ocokoljic-37048,Amsterdam
Pedro Robles,Valencia,16,16.9,22.2,3.8,5.8,65.8%,4.0,6.3,63.4%,2.6,2.8,94.4%,0.5,2.1,2.6,2.0,1.5,0.2,3.8,2.9,/profile/Pedro-Robles-35578/,/stats/eurocup/2003/Valencia,2003,eurocup,Pedro-Robles-35578,Valencia
Damir Tvrdic,Zadar,4,21.5,21.6,2.8,5.5,50.0%,2.8,8.3,33.3%,7.8,8.3,94.4%,0.9,3.2,4.1,0.5,1.4,0.0,2.3,3.2,/profile/Damir-Tvrdic-36645/,/stats/eurocup/2003/Zadar,2003,eurocup,Damir-Tvrdic-36645,Zadar
Kenyan Weaks,Lasko,12,33.4,21.6,6.3,12.2,52.1%,1.9,5.2,37.3%,3.1,3.9,78.9%,1.2,3.4,4.6,2.1,2.2,0.5,3.7,3.5,/profile/Kenyan-Weaks-36862/,/stats/eurocup/2003/Lasko,2003,eurocup,Kenyan-Weaks-36862,Lasko
Bernard Hopkins,Valencia,17,19.8,21.6,8.9,15.2,58.5%,0.0,0.1,0.0%,3.8,5.1,75.6%,3.9,5.5,9.5,2.5,1.6,0.6,2.3,4.6,/profile/Bernard-Hopkins-35763/,/stats/eurocup/2003/Valencia,2003,eurocup,Bernard-Hopkins-35763,Valencia
Frankie King,Gravelines,9,28.1,21.3,3.4,7.3,46.8%,2.5,7.0,35.6%,7.0,9.2,76.3%,1.4,2.5,3.9,2.5,1.6,0.0,3.3,4.3,/profile/Frankie-King-3158/,/stats/eurocup/2003/Gravelines,2003,eurocup,Frankie-King-3158,Gravelines
Miroslav Radosevic,Roseto,10,18.9,21.2,3.1,6.1,50.0%,3.7,9.8,37.8%,3.9,5.0,78.3%,0.7,2.0,2.6,1.1,3.1,0.2,3.3,3.5,/profile/Miroslav-Radosevic-36955/,/stats/eurocup/2003/Roseto,2003,eurocup,Miroslav-Radosevic-36955,Roseto
Felipe Reyes,Estudiantes,16,25.0,21.2,6.9,11.1,62.3%,0.0,0.2,0.0%,7.3,11.2,65.2%,5.1,7.7,12.8,1.2,2.2,1.2,4.0,5.4,/profile/Felipe-Reyes-5342/,/stats/eurocup/2003/Estudiantes,2003,eurocup,Felipe-Reyes-5342,Estudiantes
Tony Stanley,Cholet,10,27.9,21.0,4.6,8.0,57.9%,2.9,7.6,38.9%,2.9,5.2,56.8%,1.3,3.5,4.8,1.5,1.8,0.1,1.5,3.2,/profile/Tony-Stanley-37100/,/stats/eurocup/2003/Cholet,2003,eurocup,Tony-Stanley-37100,Cholet
Walter Hermann,Fuenlabrada,9,30.9,21.0,6.0,11.1,53.8%,1.8,5.7,31.7%,3.6,4.3,83.9%,1.8,6.1,7.9,0.8,1.3,0.1,1.9,1.8,/profile/Walter-Hermann-5191/,/stats/eurocup/2003/Fuenlabrada,2003,eurocup,Walter-Hermann-5191,Fuenlabrada
Ksistof Lavrinovic,Ural Great Perm,7,7.0,20.9,4.0,8.0,50.0%,2.4,3.2,75.0%,5.6,8.0,70.0%,0.8,4.0,4.8,0.0,2.4,0.8,3.2,7.2,/profile/Ksistof-Lavrinovic-5116/,/stats/eurocup/2003/Ural%20Great%20Perm,2003,eurocup,Ksistof-Lavrinovic-5116,Ural%20Great%20Perm
Joe Spinks,Amsterdam,10,35.2,20.8,5.7,12.1,47.3%,2.3,7.3,31.3%,2.5,4.2,60.5%,3.0,6.3,9.2,1.4,4.5,0.2,2.6,3.0,/profile/Joe-Spinks-36834/,/stats/eurocup/2003/Amsterdam,2003,eurocup,Joe-Spinks-36834,Amsterdam
Udonis Haslem,Chalon,10,26.5,20.5,7.0,11.2,62.2%,0.0,0.0,0.0%,6.5,9.6,68.3%,3.5,6.5,10.0,2.0,1.4,1.1,3.8,6.1,/profile/Udonis-Haslem-2754/,/stats/eurocup/2003/Chalon,2003,eurocup,Udonis-Haslem-2754,Chalon
Rimantas Kaukenas,Oostende,8,24.6,20.3,3.6,8.7,40.9%,1.8,4.3,40.9%,7.9,8.7,90.9%,1.4,1.4,2.8,1.8,1.8,0.0,3.0,5.5,/profile/Rimantas-Kaukenas-5268/,/stats/eurocup/2003/Oostende,2003,eurocup,Rimantas-Kaukenas-5268,Oostende
Boris Gorenc,Varese,13,34.2,20.3,6.6,11.5,56.9%,0.8,3.2,25.0%,4.8,7.0,68.4%,1.6,3.5,5.1,2.2,2.6,0.2,3.3,3.2,/profile/Boris-Gorenc-35773/,/stats/eurocup/2003/Varese,2003,eurocup,Boris-Gorenc-35773,Varese
Smiljan Pavic,Lasko,11,25.2,20.1,8.0,12.7,62.8%,0.1,0.3,50.0%,3.7,4.9,75.8%,2.5,6.8,9.3,0.6,1.3,0.9,2.7,5.8,/profile/Smiljan-Pavic-36443/,/stats/eurocup/2003/Lasko,2003,eurocup,Smiljan-Pavic-36443,Lasko
Fabricio Oberto,Valencia,18,26.4,20.1,8.9,13.9,64.2%,0.0,0.0,0.0%,2.3,4.2,54.2%,3.2,4.3,7.5,2.7,1.6,2.1,3.2,5.0,/profile/Fabricio-Oberto-5187/,/stats/eurocup/2003/Valencia,2003,eurocup,Fabricio-Oberto-5187,Valencia
Marco Samanic,Zadar,13,20.7,20.0,6.8,11.2,60.5%,0.9,3.4,26.1%,3.8,5.4,70.3%,2.4,5.2,7.5,2.2,2.1,0.0,4.4,5.2,/profile/Marco-Samanic-36206/,/stats/eurocup/2003/Zadar,2003,eurocup,Marco-Samanic-36206,Zadar
Goran Nikolic,FMP Belgrade,14,29.0,19.9,7.7,13.6,56.8%,0.0,0.3,0.0%,4.4,5.1,87.8%,2.0,4.3,6.3,2.4,1.1,1.0,2.5,3.7,/profile/Goran-Nikolic-5593/,/stats/eurocup/2003/FMP%20Belgrade,2003,eurocup,Goran-Nikolic-5593,FMP%20Belgrade
Peter Huber-Saffer,Bonn,6,10.0,19.9,8.6,11.9,72.2%,0.0,0.0,0.0%,2.7,7.3,36.4%,5.3,6.0,11.3,0.0,0.7,0.0,2.0,10.6,/profile/Peter-Huber-Saffer-37561/,/stats/eurocup/2003/Bonn,2003,eurocup,Peter-Huber-Saffer-37561,Bonn
German Gabriel,Estudiantes,16,14.6,19.9,5.0,11.0,45.5%,0.8,2.5,33.3%,7.3,8.5,86.3%,2.7,4.8,7.5,1.0,2.2,0.2,3.5,4.5,/profile/German-Gabriel-35973/,/stats/eurocup/2003/Estudiantes,2003,eurocup,German-Gabriel-35973,Estudiantes
Tim Nees,Chalon,5,15.8,19.8,8.6,13.2,65.4%,0.0,0.0,0.0%,2.5,3.6,71.4%,2.0,6.6,8.6,1.0,0.5,0.0,4.6,7.1,/profile/Tim-Nees-35622/,/stats/eurocup/2003/Chalon,2003,eurocup,Tim-Nees-35622,Chalon
Rusty Larue,Varese,6,26.5,19.8,2.5,5.0,50.0%,4.2,9.7,43.6%,2.2,2.2,100.0%,0.7,2.7,3.5,2.0,0.2,0.5,2.0,3.2,/profile/Rusty-Larue-3261/,/stats/eurocup/2003/Varese,2003,eurocup,Rusty-Larue-3261,Varese
Kordian Korytek,Gravelines,11,15.0,19.8,6.9,15.2,45.3%,0.0,0.0,0.0%,6.0,6.2,96.2%,3.1,6.7,9.8,1.7,1.0,0.5,3.6,4.8,/profile/Kordian-Korytek-36867/,/stats/eurocup/2003/Gravelines,2003,eurocup,Kordian-Korytek-36867,Gravelines
Samuele Podesta,Trieste,8,20.5,19.7,7.8,13.9,55.9%,0.0,0.0,0.0%,4.2,6.8,62.1%,3.3,6.3,9.6,0.2,3.3,0.7,1.6,7.8,/profile/Samuele-Podesta-36415/,/stats/eurocup/2003/Trieste,2003,eurocup,Samuele-Podesta-36415,Trieste
Romain Malet,Cholet,1,2.0,19.5,0.0,0.0,0.0%,0.0,0.0,0.0%,19.5,39.1,50.0%,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,/profile/Romain-Malet-37028/,/stats/eurocup/2003/Cholet,2003,eurocup,Romain-Malet-37028,Cholet
Mickael Gelabale,Cholet,2,10.0,19.5,5.9,9.8,60.0%,0.0,3.9,0.0%,7.8,7.8,100.0%,3.9,2.0,5.9,2.0,0.0,0.0,0.0,5.9,/profile/Mickael-Gelabale-104/,/stats/eurocup/2003/Cholet,2003,eurocup,Mickael-Gelabale-104,Cholet
Juan Manuel Moltedo,Roseto,10,24.6,19.5,4.4,7.4,59.1%,2.0,6.2,32.4%,4.7,5.7,82.4%,0.2,2.4,2.5,2.0,2.4,0.0,3.0,4.2,/profile/Juan-Manuel-Moltedo-36124/,/stats/eurocup/2003/Roseto,2003,eurocup,Juan-Manuel-Moltedo-36124,Roseto
Chandler Thompson,Udine,5,25.4,19.5,3.6,7.8,45.8%,2.6,6.8,38.1%,4.5,5.2,87.5%,1.0,3.9,4.9,1.9,2.3,0.6,3.2,2.3,/profile/Chandler-Thompson-35796/,/stats/eurocup/2003/Udine,2003,eurocup,Chandler-Thompson-35796,Udine
Alberto Angulo,Lleida,10,26.0,19.4,5.1,10.8,47.2%,1.2,3.0,40.0%,5.7,6.6,86.4%,0.9,3.7,4.6,2.5,1.8,0.4,2.8,3.6,/profile/Alberto-Angulo-35363/,/stats/eurocup/2003/Lleida,2003,eurocup,Alberto-Angulo-35363,Lleida
Javier Solana,Fuenlabrada,9,25.7,19.4,3.2,5.7,55.9%,2.7,5.9,45.7%,5.0,6.5,76.9%,0.8,3.3,4.2,3.2,2.2,0.3,2.7,5.0,/profile/Javier-Solana-36814/,/stats/eurocup/2003/Fuenlabrada,2003,eurocup,Javier-Solana-36814,Fuenlabrada
Richie Frahm,Darussafaka,4,35.0,19.4,3.6,6.7,54.2%,3.3,7.2,46.2%,2.2,2.5,88.9%,0.8,2.2,3.0,1.4,1.9,0.3,3.6,1.9,/profile/Richie-Frahm-2465/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Richie-Frahm-2465,Darussafaka
Antonio Bueno,Joventut,16,24.0,19.3,7.4,13.8,53.8%,0.0,0.1,0.0%,4.5,6.2,72.4%,4.5,6.8,11.2,0.4,0.8,0.5,2.9,5.3,/profile/Antonio-Bueno-35738/,/stats/eurocup/2003/Joventut,2003,eurocup,Antonio-Bueno-35738,Joventut
Federico Kammerichs,Valencia,18,19.8,19.2,5.7,9.8,58.3%,0.7,2.2,31.6%,5.7,8.7,65.3%,3.7,7.0,10.7,2.0,1.2,1.2,2.9,4.4,/profile/Federico-Kammerichs-36720/,/stats/eurocup/2003/Valencia,2003,eurocup,Federico-Kammerichs-36720,Valencia
Slavko Duscak,Krka,18,31.3,19.2,3.9,7.4,52.5%,2.0,5.9,33.3%,5.6,6.5,86.0%,0.6,1.4,2.0,2.2,1.7,0.0,2.9,4.6,/profile/Slavko-Duscak-35659/,/stats/eurocup/2003/Krka,2003,eurocup,Slavko-Duscak-35659,Krka
Casey Calvary,Chalon,10,27.2,19.1,6.1,10.6,56.9%,1.0,2.4,43.8%,3.8,5.2,74.3%,1.6,5.0,6.6,1.0,0.9,1.2,1.6,4.4,/profile/Casey-Calvary-36612/,/stats/eurocup/2003/Chalon,2003,eurocup,Casey-Calvary-36612,Chalon
Boris Gnjidic,Krka,18,19.8,19.0,3.8,6.3,60.4%,2.6,8.1,32.4%,3.6,3.9,90.9%,2.8,3.0,5.8,1.4,3.4,0.1,2.0,7.0,/profile/Boris-Gnjidic-35772/,/stats/eurocup/2003/Krka,2003,eurocup,Boris-Gnjidic-35772,Krka
Alessandro De Pol,Varese,1,27.0,19.0,4.4,8.8,50.0%,2.9,4.4,66.7%,1.5,7.3,20.0%,10.2,4.4,14.6,0.0,2.9,0.0,1.5,5.8,/profile/Alessandro-De-Pol-35366/,/stats/eurocup/2003/Varese,2003,eurocup,Alessandro-De-Pol-35366,Varese
Paolo Conti,Varese,9,26.8,19.0,7.5,14.1,53.5%,0.2,0.3,50.0%,3.4,4.6,75.0%,3.3,5.9,9.2,1.3,1.6,0.3,2.8,3.6,/profile/Paolo-Conti-36315/,/stats/eurocup/2003/Varese,2003,eurocup,Paolo-Conti-36315,Varese
Tilo Klette,Bonn,9,6.8,18.9,7.8,17.0,46.2%,0.0,2.6,0.0%,3.3,4.6,71.4%,2.6,5.9,8.5,1.3,0.7,0.7,4.6,5.9,/profile/Tilo-Klette-37096/,/stats/eurocup/2003/Bonn,2003,eurocup,Tilo-Klette-37096,Bonn
Ivan Zoroski,FMP Belgrade,14,25.6,18.9,4.2,6.2,67.9%,1.7,4.7,37.5%,5.2,7.7,68.2%,1.0,1.7,2.8,2.3,2.3,0.0,2.4,4.9,/profile/Ivan-Zoroski-5547/,/stats/eurocup/2003/FMP%20Belgrade,2003,eurocup,Ivan-Zoroski-5547,FMP%20Belgrade
Eddie Shannon,Ural Great Perm,12,37.7,18.7,4.0,7.2,55.4%,1.7,3.6,48.8%,5.5,6.7,81.8%,1.2,3.0,4.3,3.5,2.0,0.0,3.5,2.6,/profile/Eddie-Shannon-36694/,/stats/eurocup/2003/Ural%20Great%20Perm,2003,eurocup,Eddie-Shannon-36694,Ural%20Great%20Perm
Scooter Barry,Cholet,10,28.7,18.6,5.4,9.3,58.8%,1.6,3.7,44.4%,2.9,4.5,63.6%,1.0,3.1,4.1,7.2,0.8,0.0,3.8,2.7,/profile/Scooter-Barry-37052/,/stats/eurocup/2003/Cholet,2003,eurocup,Scooter-Barry-37052,Cholet
Terrance Roberson,Trieste,9,30.3,18.6,4.7,11.2,41.8%,1.8,4.7,39.4%,3.8,4.5,84.4%,2.1,3.5,5.6,2.0,1.7,0.1,3.5,3.2,/profile/Terrance-Roberson-4111/,/stats/eurocup/2003/Trieste,2003,eurocup,Terrance-Roberson-4111,Trieste
Shawnelle Scott,Varese,9,26.4,18.5,6.6,11.4,58.0%,0.8,2.0,41.7%,2.8,6.3,44.7%,5.8,7.5,13.2,0.8,1.3,0.3,3.5,4.1,/profile/Shawnelle-Scott-4277/,/stats/eurocup/2003/Varese,2003,eurocup,Shawnelle-Scott-4277,Varese
Alessandro Abbio,Valencia,9,23.4,18.5,1.8,3.7,47.4%,3.7,8.1,46.3%,3.7,3.9,95.0%,0.4,2.8,3.1,2.4,2.0,0.8,2.4,3.9,/profile/Alessandro-Abbio-35365/,/stats/eurocup/2003/Valencia,2003,eurocup,Alessandro-Abbio-35365,Valencia
Victor Luengo,Valencia,17,17.7,18.5,3.2,4.4,71.9%,2.5,5.5,45.0%,4.7,6.5,72.3%,0.8,3.3,4.1,3.9,2.8,0.7,1.9,5.2,/profile/Victor-Luengo-36517/,/stats/eurocup/2003/Valencia,2003,eurocup,Victor-Luengo-36517,Valencia
Virgil Stanescu,Oostende,10,21.9,18.5,7.1,14.0,50.6%,0.0,0.2,0.0%,4.3,5.9,72.7%,2.8,6.2,9.1,0.5,1.8,0.5,2.5,6.7,/profile/Virgil-Stanescu-36521/,/stats/eurocup/2003/Oostende,2003,eurocup,Virgil-Stanescu-36521,Oostende
Marko Milic,Roseto,10,29.6,18.4,6.6,12.6,52.2%,0.3,1.5,18.2%,4.5,7.1,62.7%,4.2,2.9,7.1,2.9,3.6,0.0,3.9,4.0,/profile/Marko-Milic-3594/,/stats/eurocup/2003/Roseto,2003,eurocup,Marko-Milic-3594,Roseto
Josep Maria Guzman,Joventut,2,2.3,18.1,0.0,9.1,0.0%,0.0,9.1,0.0%,18.1,18.1,100.0%,0.0,0.0,0.0,0.0,0.0,0.0,9.1,27.2,/profile/Josep-Maria-Guzman-36848/,/stats/eurocup/2003/Joventut,2003,eurocup,Josep-Maria-Guzman-36848,Joventut
Mikhail Mikhailov,Udine,8,30.5,18.1,7.9,13.5,58.8%,0.0,0.3,0.0%,2.2,4.7,46.4%,3.2,7.6,10.8,1.2,1.0,1.0,2.4,3.4,/profile/Mikhail-Mikhailov-36245/,/stats/eurocup/2003/Udine,2003,eurocup,Mikhail-Mikhailov-36245,Udine
Ceyhun Altay,Darussafaka,3,9.3,18.0,4.2,12.5,33.3%,1.4,1.4,100.0%,5.5,8.3,66.7%,1.4,5.5,6.9,1.4,1.4,1.4,4.2,6.9,/profile/Ceyhun-Altay-36615/,/stats/eurocup/2003/Darussafaka,2003,eurocup,Ceyhun-Altay-36615,Darussafaka
Roger Huggins,Charleroi,11,20.7,17.8,6.1,10.7,56.7%,0.2,0.2,100.0%,5.2,6.4,80.6%,2.3,5.5,7.8,1.6,2.5,0.0,3.7,5.7,/profile/Roger-Huggins-36384/,/stats/eurocup/2003/Charleroi,2003,eurocup,Roger-Huggins-36384,Charleroi
Christian Mehrens,Koln,7,7.1,17.8,5.4,6.9,77.8%,0.8,3.1,25.0%,4.6,6.9,66.7%,3.9,8.5,12.3,0.0,3.1,4.6,3.9,5.4,/profile/Christian-Mehrens-36619/,/stats/eurocup/2003/Koln,2003,eurocup,Christian-Mehrens-36619,Koln
Willem Laure,Chalon,10,17.0,17.7,6.1,10.6,57.8%,0.0,0.0,0.0%,5.4,7.1,76.7%,1.2,5.0,6.1,1.4,0.5,0.2,1.9,5.2,/profile/Willem-Laure-37127/,/stats/eurocup/2003/Chalon,2003,eurocup,Willem-Laure-37127,Chalon
Sinisa Kelecevic,Trieste,12,28.7,17.7,6.5,11.8,55.2%,1.1,3.8,29.4%,1.3,2.0,66.7%,3.3,6.3,9.5,2.4,1.5,0.6,2.0,3.7,/profile/Sinisa-Kelecevic-37063/,/stats/eurocup/2003/Trieste,2003,eurocup,Sinisa-Kelecevic-37063,Trieste
Dragan Vukcevic,Chalon,9,17.7,17.7,4.0,6.1,66.7%,1.5,5.8,26.1%,5.1,6.1,83.3%,1.0,0.8,1.8,2.0,1.3,0.3,3.8,6.1,/profile/Dragan-Vukcevic-35448/,/stats/eurocup/2003/Chalon,2003,eurocup,Dragan-Vukcevic-35448,Chalon
Marcus Faison,Charleroi,12,33.7,17.6,4.8,8.5,57.1%,1.5,5.9,25.4%,3.4,4.5,75.6%,1.9,3.3,5.2,2.5,2.5,0.7,3.2,3.7,/profile/Marcus-Faison-5478/,/stats/eurocup/2003/Charleroi,2003,eurocup,Marcus-Faison-5478,Charleroi
